Value,HRUCODE,HRUDESC,FRAC
4913,6310,Dev_Pervious-B-Low-All,0.426929439
4914,10411,Open_Space-C-Low-1,1
4915,14000,Water-All-All-All,1
4916,7300,Dev_Septics-B-All-All,0.00168701
4916,11211,Forest-A-Low-1,0.99831299
4917,7400,Dev_Septics-C-All-All,0.00089841
4917,12421,Road_Rural-C-High-1,0.99910159
4918,7400,Dev_Septics-C-All-All,2.89486E-06
4918,12421,Road_Rural-C-High-1,0.999997105
4919,4001,Dev_Roof-All-All-1,0.573070561
4919,6310,Dev_Pervious-B-Low-All,0.426929439
4920,11411,Forest-C-Low-1,1
4921,7300,Dev_Septics-B-All-All,0.00168701
4921,11211,Forest-A-Low-1,0.99831299
4922,7400,Dev_Septics-C-All-All,0.00168701
4922,11421,Forest-C-High-1,0.99831299
4923,7400,Dev_Septics-C-All-All,2.89486E-06
4923,12421,Road_Rural-C-High-1,0.999997105
4924,4001,Dev_Roof-All-All-1,0.621025041
4924,6110,Dev_Pervious-A+-Low-All,0.378974959
4925,10111,Open_Space-A+-Low-1,1
4926,4001,Dev_Roof-All-All-1,0.826846655
4926,6210,Dev_Pervious-A-Low-All,0.173153345
4927,5004,Dev_Road-All-All-4,0.843897295
4927,6310,Dev_Pervious-B-Low-All,0.156102705
4928,11311,Forest-B-Low-1,1
4929,4001,Dev_Roof-All-All-1,0.673853639
4929,6420,Dev_Pervious-C-High-All,0.326146361
4930,7400,Dev_Septics-C-All-All,0.00168701
4930,10421,Open_Space-C-High-1,0.99831299
4931,2000,Dev_Industrial-All-All-All,0.826846655
4931,6210,Dev_Pervious-A-Low-All,0.173153345
4932,10111,Open_Space-A+-Low-1,1
4933,10311,Open_Space-B-Low-1,1
4934,5003,Dev_Road-All-All-3,0.83329576
4934,6410,Dev_Pervious-C-Low-All,0.16670424
4935,3000,Dev_Residential-All-All-All,0.621025041
4935,6110,Dev_Pervious-A+-Low-All,0.378974959
4936,11311,Forest-B-Low-1,1
4937,4001,Dev_Roof-All-All-1,0.207008347
4937,4002,Dev_Roof-All-All-2,0.207008347
4937,4003,Dev_Roof-All-All-3,0.207008347
4937,6110,Dev_Pervious-A+-Low-All,0.378974959
4938,2000,Dev_Industrial-All-All-All,0.826846655
4938,6110,Dev_Pervious-A+-Low-All,0.173153345
4939,11311,Forest-B-Low-1,1
4940,7300,Dev_Septics-B-All-All,0.00168701
4940,10211,Open_Space-A-Low-1,0.99831299
4941,4001,Dev_Roof-All-All-1,0.150002194
4941,4002,Dev_Roof-All-All-2,0.300004389
4941,4003,Dev_Roof-All-All-3,0.52500768
4941,6310,Dev_Pervious-B-Low-All,0.024985736
4942,7400,Dev_Septics-C-All-All,2.89486E-06
4942,9421,Pasture-C-High-1,0.999997105
4943,7400,Dev_Septics-C-All-All,2.89486E-06
4943,9421,Pasture-C-High-1,0.999997105
4944,1000,Dev_Commercial-All-All-All,0.975014264
4944,6310,Dev_Pervious-B-Low-All,0.024985736
4945,7300,Dev_Septics-B-All-All,2.89486E-06
4945,9221,Pasture-A-High-1,0.999997105
4946,4001,Dev_Roof-All-All-1,0.813051111
4946,6110,Dev_Pervious-A+-Low-All,0.186948889
4947,10311,Open_Space-B-Low-1,1
4948,6110,Dev_Pervious-A+-Low-All,1
4949,5001,Dev_Road-All-All-1,0.843897295
4949,6310,Dev_Pervious-B-Low-All,0.156102705
4950,4001,Dev_Roof-All-All-1,0.975014264
4950,6310,Dev_Pervious-B-Low-All,0.024985736
4951,7400,Dev_Septics-C-All-All,0.009760144
4951,9411,Pasture-C-Low-1,0.013482134
4951,9412,Pasture-C-Low-2,0.976757721
4952,7400,Dev_Septics-C-All-All,0.009760144
4952,9411,Pasture-C-Low-1,0.013482134
4952,9412,Pasture-C-Low-2,0.976757721
4953,7400,Dev_Septics-C-All-All,0.01008114
4953,9422,Pasture-C-High-2,0.98991886
4954,4001,Dev_Roof-All-All-1,0.553886356
4954,6210,Dev_Pervious-A-Low-All,0.446113644
4955,4001,Dev_Roof-All-All-1,0.826846655
4955,6110,Dev_Pervious-A+-Low-All,0.173153345
4956,7300,Dev_Septics-B-All-All,2.89486E-06
4956,11211,Forest-A-Low-1,0.999997105
4957,7300,Dev_Septics-B-All-All,2.89486E-06
4957,9221,Pasture-A-High-1,0.999997105
4958,5001,Dev_Road-All-All-1,0.83329576
4958,6410,Dev_Pervious-C-Low-All,0.16670424
4959,7400,Dev_Septics-C-All-All,0.008672124
4959,11421,Forest-C-High-1,0.991327876
4960,10421,Open_Space-C-High-1,1
4961,11421,Forest-C-High-1,1
4962,9421,Pasture-C-High-1,0.756957457
4962,10421,Open_Space-C-High-1,0.243042543
4963,12421,Road_Rural-C-High-1,1
4964,4001,Dev_Roof-All-All-1,0.211838885
4964,6210,Dev_Pervious-A-Low-All,0.788161115
4965,7300,Dev_Septics-B-All-All,0.008672124
4965,11221,Forest-A-High-1,0.991327876
4966,7400,Dev_Septics-C-All-All,0.01008114
4966,9422,Pasture-C-High-2,0.98991886
4967,7400,Dev_Septics-C-All-All,0.002628888
4967,9421,Pasture-C-High-1,0.997371112
4968,7400,Dev_Septics-C-All-All,0.005114987
4968,9421,Pasture-C-High-1,0.994885013
4969,7400,Dev_Septics-C-All-All,0.005114987
4969,9421,Pasture-C-High-1,0.994885013
4970,5003,Dev_Road-All-All-3,0.585008898
4970,6420,Dev_Pervious-C-High-All,0.414991102
4971,9421,Pasture-C-High-1,0.756957457
4971,10421,Open_Space-C-High-1,0.243042543
4972,5001,Dev_Road-All-All-1,0.02720157
4972,6410,Dev_Pervious-C-Low-All,0.962991513
4972,7400,Dev_Septics-C-All-All,0.009806917
4973,7300,Dev_Septics-B-All-All,2.89486E-06
4973,10211,Open_Space-A-Low-1,0.999997105
4974,4001,Dev_Roof-All-All-1,0.846049356
4974,6110,Dev_Pervious-A+-Low-All,0.153950644
4975,7300,Dev_Septics-B-All-All,2.89486E-06
4975,10211,Open_Space-A-Low-1,0.999997105
4976,7400,Dev_Septics-C-All-All,0.016561205
4976,9421,Pasture-C-High-1,0.69064331
4976,10421,Open_Space-C-High-1,0.292795485
4977,5003,Dev_Road-All-All-3,0.835678875
4977,6110,Dev_Pervious-A+-Low-All,0.164321125
4978,4001,Dev_Roof-All-All-1,0.230122612
4978,6410,Dev_Pervious-C-Low-All,0.769877388
4979,3000,Dev_Residential-All-All-All,0.230122612
4979,6420,Dev_Pervious-C-High-All,0.769877388
4980,7400,Dev_Septics-C-All-All,0.016561205
4980,9421,Pasture-C-High-1,0.69064331
4980,10421,Open_Space-C-High-1,0.292795485
4981,5001,Dev_Road-All-All-1,0.847735155
4981,6210,Dev_Pervious-A-Low-All,0.152264845
4982,4002,Dev_Roof-All-All-2,0.041342333
4982,4003,Dev_Roof-All-All-3,0.785504322
4982,6110,Dev_Pervious-A+-Low-All,0.173153345
4983,3000,Dev_Residential-All-All-All,0.230122612
4983,6310,Dev_Pervious-B-Low-All,0.769877388
4984,5002,Dev_Road-All-All-2,0.846049356
4984,6110,Dev_Pervious-A+-Low-All,0.153950644
4985,5005,Dev_Road-All-All-5,0.847735155
4985,6210,Dev_Pervious-A-Low-All,0.152264845
4986,11421,Forest-C-High-1,1
4987,10421,Open_Space-C-High-1,1
4988,10311,Open_Space-B-Low-1,1
4989,7400,Dev_Septics-C-All-All,0.01008114
4989,9421,Pasture-C-High-1,0.842246807
4989,10421,Open_Space-C-High-1,0.147672053
4990,10211,Open_Space-A-Low-1,1
4991,9221,Pasture-A-High-1,1
4992,5003,Dev_Road-All-All-3,0.833807465
4992,6110,Dev_Pervious-A+-Low-All,0.166192535
4993,11411,Forest-C-Low-1,1
4994,4001,Dev_Roof-All-All-1,0.831715493
4994,6110,Dev_Pervious-A+-Low-All,0.168284507
4995,10421,Open_Space-C-High-1,1
4996,4001,Dev_Roof-All-All-1,0.222792239
4996,4002,Dev_Roof-All-All-2,0.222792239
4996,4003,Dev_Roof-All-All-3,0.222792239
4996,6410,Dev_Pervious-C-Low-All,0.331623284
4997,7400,Dev_Septics-C-All-All,0.007836939
4997,9412,Pasture-C-Low-2,0.992163061
4998,3000,Dev_Residential-All-All-All,0.185115944
4998,6420,Dev_Pervious-C-High-All,0.814884056
4999,11311,Forest-B-Low-1,1
5000,4001,Dev_Roof-All-All-1,0.230122612
5000,6310,Dev_Pervious-B-Low-All,0.769877388
5001,7300,Dev_Septics-B-All-All,0.005114987
5001,10211,Open_Space-A-Low-1,0.994885013
5002,9412,Pasture-C-Low-2,1
5003,11211,Forest-A-Low-1,1
5004,6410,Dev_Pervious-C-Low-All,1
5005,9421,Pasture-C-High-1,1
5006,11411,Forest-C-Low-1,1
5007,10411,Open_Space-C-Low-1,1
5008,7400,Dev_Septics-C-All-All,0.007836939
5008,9412,Pasture-C-Low-2,0.992163061
5009,7400,Dev_Septics-C-All-All,0.01008114
5009,9421,Pasture-C-High-1,0.842246807
5009,10421,Open_Space-C-High-1,0.147672053
5010,7400,Dev_Septics-C-All-All,0.006725844
